ticker,start_date,end_date,days_held,start_value,end_value
VIX,2023-01-09,2023-01-09,0,277480.0,277480.0
TSLA,2023-01-09,2023-01-09,0,277480.0,277480.0
VIX,2023-01-09,2023-01-09,0,277480.0,277480.0
TSLA,2023-01-09,2023-01-09,0,277480.0,277480.0
VIX,2023-01-09,2023-02-07,29,277480.0,332769.0
VIX,2023-02-07,2023-02-07,0,332769.0,332769.0
TAP-A,2023-02-07,2023-02-07,0,332769.0,332769.0
VIX,2023-02-07,2023-02-07,0,332769.0,332769.0
TAP-A,2023-02-07,2023-02-07,0,332769.0,332769.0
VIX,2023-02-07,2023-03-07,28,332769.0,321662.0
VIX,2023-03-07,2023-03-07,0,321662.0,321662.0
LUMN,2023-03-07,2023-03-07,0,321662.0,321662.0
VIX,2023-03-07,2023-03-07,0,321662.0,321662.0
LUMN,2023-03-07,2023-03-07,0,321662.0,321662.0
LUMN,2023-03-07,2023-04-10,34,321662.0,354041.0
LUMN,2023-04-10,2023-04-10,0,354041.0,354041.0
ZION,2023-04-10,2023-04-10,0,354041.0,354041.0
LUMN,2023-04-10,2023-04-10,0,354041.0,354041.0
ZION,2023-04-10,2023-04-10,0,354041.0,354041.0
LUMN,2023-04-10,2023-05-08,28,354041.0,326502.0
CMA,2023-05-08,2023-05-08,0,326502.0,326502.0
LUMN,2023-05-08,2023-05-08,0,326502.0,326502.0
CMA,2023-05-08,2023-05-08,0,326502.0,326502.0
LUMN,2023-05-08,2023-05-08,0,326502.0,326502.0
LUMN,2023-05-08,2023-06-07,30,326502.0,345513.0
VIX,2023-06-07,2023-06-07,0,345513.0,345513.0
LUMN,2023-06-07,2023-06-07,0,345513.0,345513.0
VIX,2023-06-07,2023-06-07,0,345513.0,345513.0
LUMN,2023-06-07,2023-06-07,0,345513.0,345513.0
VIX,2023-06-07,2023-07-07,30,345513.0,360998.0
LUMN,2023-06-07,2023-07-07,30,345513.0,360998.0
VIX,2023-07-07,2023-07-07,0,360998.0,360998.0
LUMN,2023-07-07,2023-07-07,0,360998.0,360998.0
VIX,2023-07-07,2023-07-07,0,360998.0,360998.0
LUMN,2023-07-07,2023-07-07,0,360998.0,360998.0
VIX,2023-07-07,2023-08-07,31,360998.0,329963.0
LUMN,2023-07-07,2023-08-07,31,360998.0,329963.0
VIX,2023-08-07,2023-08-07,0,329963.0,329963.0
LUMN,2023-08-07,2023-08-07,0,329963.0,329963.0
VIX,2023-08-07,2023-08-07,0,329963.0,329963.0
LUMN,2023-08-07,2023-08-07,0,329963.0,329963.0
VIX,2023-08-07,2023-09-07,31,329963.0,281312.0
VIX,2023-09-07,2023-09-07,0,281312.0,281312.0
TAP-A,2023-09-07,2023-09-07,0,281312.0,281312.0
VIX,2023-09-07,2023-09-07,0,281312.0,281312.0
TAP-A,2023-09-07,2023-09-07,0,281312.0,281312.0
VIX,2023-09-07,2023-10-09,32,281312.0,274989.0
TAP-A,2023-09-07,2023-10-09,32,281312.0,274989.0
VIX,2023-10-09,2023-10-09,0,274989.0,274989.0
TAP-A,2023-10-09,2023-10-09,0,274989.0,274989.0
VIX,2023-10-09,2023-10-09,0,274989.0,274989.0
TAP-A,2023-10-09,2023-10-09,0,274989.0,274989.0
LUMN,2023-11-07,2023-11-07,0,280426.0,280426.0
ALGN,2023-11-07,2023-11-07,0,280426.0,280426.0
LUMN,2023-11-07,2023-11-07,0,280426.0,280426.0
ALGN,2023-11-07,2023-11-07,0,280426.0,280426.0
VIX,2023-12-07,2023-12-07,0,310735.0,310735.0
SIRI,2023-12-07,2023-12-07,0,310735.0,310735.0
VIX,2023-12-07,2023-12-07,0,310735.0,310735.0
SIRI,2023-12-07,2023-12-07,0,310735.0,310735.0
VIX,2023-12-07,2024-01-08,32,310735.0,336414.0
VIX,2024-01-08,2024-01-08,0,336414.0,336414.0
TAP-A,2024-01-08,2024-01-08,0,336414.0,336414.0
VIX,2024-01-08,2024-01-08,0,336414.0,336414.0
TAP-A,2024-01-08,2024-01-08,0,336414.0,336414.0
LUMN,2024-02-07,2024-02-07,0,347155.0,347155.0
CHTR,2024-02-07,2024-02-07,0,347155.0,347155.0
LUMN,2024-02-07,2024-02-07,0,347155.0,347155.0
CHTR,2024-02-07,2024-02-07,0,347155.0,347155.0
DELL,2024-03-07,2024-03-07,0,364100.0,364100.0
PARA,2024-03-07,2024-03-07,0,364100.0,364100.0
DELL,2024-03-07,2024-03-07,0,364100.0,364100.0
PARA,2024-03-07,2024-03-07,0,364100.0,364100.0
VIX,2024-04-08,2024-04-08,0,372183.0,372183.0
LUMN,2024-04-08,2024-04-08,0,372183.0,372183.0
TSLA,2024-04-08,2024-04-08,0,372183.0,372183.0
VIX,2024-04-08,2024-04-08,0,372183.0,372183.0
LUMN,2024-04-08,2024-04-08,0,372183.0,372183.0
TSLA,2024-04-08,2024-04-08,0,372183.0,372183.0
LUMN,2024-04-08,2024-05-07,29,372183.0,383611.0
LUMN,2024-05-07,2024-05-07,0,383611.0,383611.0
TAP-A,2024-05-07,2024-05-07,0,383611.0,383611.0
LUMN,2024-05-07,2024-05-07,0,383611.0,383611.0
TAP-A,2024-05-07,2024-05-07,0,383611.0,383611.0
VIX,2024-06-07,2024-06-07,0,371192.0,371192.0
SIRI,2024-06-07,2024-06-07,0,371192.0,371192.0
VIX,2024-06-07,2024-06-07,0,371192.0,371192.0
SIRI,2024-06-07,2024-06-07,0,371192.0,371192.0
VIX,2024-06-07,2024-07-08,31,371192.0,393023.0
VIX,2024-07-08,2024-07-08,0,393023.0,393023.0
LUMN,2024-07-08,2024-07-08,0,393023.0,393023.0
ALB,2024-07-08,2024-07-08,0,393023.0,393023.0
VIX,2024-07-08,2024-07-08,0,393023.0,393023.0
LUMN,2024-07-08,2024-07-08,0,393023.0,393023.0
ALB,2024-07-08,2024-07-08,0,393023.0,393023.0
LUMN,2024-07-08,2024-08-07,30,393023.0,1173495.0
LW,2024-08-07,2024-08-07,0,1173495.0,1173495.0
LUMN,2024-08-07,2024-08-07,0,1173495.0,1173495.0
LW,2024-08-07,2024-08-07,0,1173495.0,1173495.0
LUMN,2024-08-07,2024-08-07,0,1173495.0,1173495.0
SNAP,2024-09-09,2024-09-09,0,1155943.0,1155943.0
INTC,2024-09-09,2024-09-09,0,1155943.0,1155943.0
SNAP,2024-09-09,2024-09-09,0,1155943.0,1155943.0
INTC,2024-09-09,2024-09-09,0,1155943.0,1155943.0
MRNA,2024-10-07,2024-10-07,0,1343451.0,1343451.0
ALB,2024-10-07,2024-10-07,0,1343451.0,1343451.0
MRNA,2024-10-07,2024-10-07,0,1343451.0,1343451.0
ALB,2024-10-07,2024-10-07,0,1343451.0,1343451.0
