date,event_type,description,portfolio_value,vix_level,holdings,return_pct,cash_pct,year,month,year_month
2019-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, HAL",218244.0,16.2,"VIX, HAL",118.2,10.0,2019,7,2019-07
2019-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, HAL",218244.0,16.2,"VIX, HAL",118.2,10.0,2019,7,2019-07
2019-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, HAL",218244.0,16.2,"VIX, HAL",118.2,10.0,2019,7,2019-07
2019-08-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2019,8,2019-08
2019-08-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2019,8,2019-08
2019-08-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2019,8,2019-08
2019-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",192310.0,16.2,"VIX, EQT",92.3,10.0,2019,8,2019-08
2019-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",192310.0,16.2,"VIX, EQT",92.3,10.0,2019,8,2019-08
2019-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",192310.0,16.2,"VIX, EQT",92.3,10.0,2019,8,2019-08
2019-09-09,PORTFOLIO_SNAPSHOT,"Holdings: CPRI, EQT",214478.0,29.5,"CPRI, EQT",114.5,35.0,2019,9,2019-09
2019-09-09,PORTFOLIO_SNAPSHOT,"Holdings: CPRI, EQT",214478.0,29.5,"CPRI, EQT",114.5,35.0,2019,9,2019-09
2019-09-09,PORTFOLIO_SNAPSHOT,"Holdings: CPRI, EQT",214478.0,29.5,"CPRI, EQT",114.5,35.0,2019,9,2019-09
2019-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",199601.0,17.8,"VIX, TAP-A",99.6,10.0,2019,10,2019-10
2019-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",199601.0,17.8,"VIX, TAP-A",99.6,10.0,2019,10,2019-10
2019-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",199601.0,17.8,"VIX, TAP-A",99.6,10.0,2019,10,2019-10
2019-11-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DXCM, ZS",215293.0,21.9,"VIX, DXCM, ZS",115.3,20.0,2019,11,2019-11
2019-11-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DXCM, ZS",215293.0,21.9,"VIX, DXCM, ZS",115.3,20.0,2019,11,2019-11
2019-11-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DXCM, ZS",215293.0,21.9,"VIX, DXCM, ZS",115.3,20.0,2019,11,2019-11
2019-12-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZS",225833.0,17.8,"VIX, ZS",125.8,10.0,2019,12,2019-12
2019-12-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZS",225833.0,17.8,"VIX, ZS",125.8,10.0,2019,12,2019-12
2019-12-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZS",225833.0,17.8,"VIX, ZS",125.8,10.0,2019,12,2019-12
2020-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,1,2020-01
2020-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,1,2020-01
2020-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,1,2020-01
2020-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, APA",230665.0,13.4,"VIX, APA",130.7,5.0,2020,1,2020-01
2020-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, APA",230665.0,13.4,"VIX, APA",130.7,5.0,2020,1,2020-01
2020-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, APA",230665.0,13.4,"VIX, APA",130.7,5.0,2020,1,2020-01
2020-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",196125.0,19.2,"VIX, EQT",96.1,10.0,2020,2,2020-02
2020-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",196125.0,19.2,"VIX, EQT",96.1,10.0,2020,2,2020-02
2020-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EQT",196125.0,19.2,"VIX, EQT",96.1,10.0,2020,2,2020-02
2020-03-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EMR",289809.0,46.3,"VIX, EMR",189.8,70.0,2020,3,2020-03
2020-03-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EMR",289809.0,46.3,"VIX, EMR",189.8,70.0,2020,3,2020-03
2020-03-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, EMR",289809.0,46.3,"VIX, EMR",189.8,70.0,2020,3,2020-03
2020-04-07,PORTFOLIO_SNAPSHOT,"Holdings: OXY, PARA",306632.0,93.0,"OXY, PARA",206.6,70.0,2020,4,2020-04
2020-04-07,PORTFOLIO_SNAPSHOT,"Holdings: OXY, PARA",306632.0,93.0,"OXY, PARA",206.6,70.0,2020,4,2020-04
2020-04-07,PORTFOLIO_SNAPSHOT,"Holdings: OXY, PARA",306632.0,93.0,"OXY, PARA",206.6,70.0,2020,4,2020-04
2020-05-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, VIX",317921.0,51.4,"NCLH, VIX",217.9,70.0,2020,5,2020-05
2020-05-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, VIX",317921.0,51.4,"NCLH, VIX",217.9,70.0,2020,5,2020-05
2020-05-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, VIX",317921.0,51.4,"NCLH, VIX",217.9,70.0,2020,5,2020-05
2020-06-08,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, CCL",391066.0,39.8,"NCLH, CCL",291.1,50.0,2020,6,2020-06
2020-06-08,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, CCL",391066.0,39.8,"NCLH, CCL",291.1,50.0,2020,6,2020-06
2020-06-08,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, CCL",391066.0,39.8,"NCLH, CCL",291.1,50.0,2020,6,2020-06
2020-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,7,2020-07
2020-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,7,2020-07
2020-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,7,2020-07
2020-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, NET",311888.0,47.5,"VIX, NET",211.9,70.0,2020,7,2020-07
2020-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, NET",311888.0,47.5,"VIX, NET",211.9,70.0,2020,7,2020-07
2020-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, NET",311888.0,47.5,"VIX, NET",211.9,70.0,2020,7,2020-07
2020-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",298852.0,24.6,"VIX, TAP-A",198.9,20.0,2020,8,2020-08
2020-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",298852.0,24.6,"VIX, TAP-A",198.9,20.0,2020,8,2020-08
2020-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",298852.0,24.6,"VIX, TAP-A",198.9,20.0,2020,8,2020-08
2020-09-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZM",298142.0,22.3,"VIX, ZM",198.1,20.0,2020,9,2020-09
2020-09-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZM",298142.0,22.3,"VIX, ZM",198.1,20.0,2020,9,2020-09
2020-09-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ZM",298142.0,22.3,"VIX, ZM",198.1,20.0,2020,9,2020-09
2020-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",353809.0,25.1,"VIX, TAP-A",253.8,35.0,2020,10,2020-10
2020-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",353809.0,25.1,"VIX, TAP-A",253.8,35.0,2020,10,2020-10
2020-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",353809.0,25.1,"VIX, TAP-A",253.8,35.0,2020,10,2020-10
2020-11-09,PORTFOLIO_SNAPSHOT,"Holdings: SPG, REG",381077.0,34.7,"SPG, REG",281.1,50.0,2020,11,2020-11
2020-11-09,PORTFOLIO_SNAPSHOT,"Holdings: SPG, REG",381077.0,34.7,"SPG, REG",281.1,50.0,2020,11,2020-11
2020-11-09,PORTFOLIO_SNAPSHOT,"Holdings: SPG, REG",381077.0,34.7,"SPG, REG",281.1,50.0,2020,11,2020-11
2020-12-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,12,2020-12
2020-12-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,12,2020-12
2020-12-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2020,12,2020-12
2020-12-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, AAL",412805.0,35.4,"NCLH, AAL",312.8,50.0,2020,12,2020-12
2020-12-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, AAL",412805.0,35.4,"NCLH, AAL",312.8,50.0,2020,12,2020-12
2020-12-07,PORTFOLIO_SNAPSHOT,"Holdings: NCLH, AAL",412805.0,35.4,"NCLH, AAL",312.8,50.0,2020,12,2020-12
2021-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, RCL",404463.0,26.2,"VIX, RCL",304.5,35.0,2021,1,2021-01
2021-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, RCL",404463.0,26.2,"VIX, RCL",304.5,35.0,2021,1,2021-01
2021-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, RCL",404463.0,26.2,"VIX, RCL",304.5,35.0,2021,1,2021-01
2021-02-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",406918.0,28.3,"VIX, TAP-A",306.9,35.0,2021,2,2021-02
2021-02-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",406918.0,28.3,"VIX, TAP-A",306.9,35.0,2021,2,2021-02
2021-02-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",406918.0,28.3,"VIX, TAP-A",306.9,35.0,2021,2,2021-02
2021-03-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, OXY",450143.0,25.5,"VIX, OXY",350.1,35.0,2021,3,2021-03
2021-03-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, OXY",450143.0,25.5,"VIX, OXY",350.1,35.0,2021,3,2021-03
2021-03-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, OXY",450143.0,25.5,"VIX, OXY",350.1,35.0,2021,3,2021-03
2021-04-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",427854.0,27.1,"VIX, TAP-A",327.9,35.0,2021,4,2021-04
2021-04-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",427854.0,27.1,"VIX, TAP-A",327.9,35.0,2021,4,2021-04
2021-04-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",427854.0,27.1,"VIX, TAP-A",327.9,35.0,2021,4,2021-04
2021-05-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,5,2021-05
2021-05-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,5,2021-05
2021-05-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,5,2021-05
2021-05-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",405326.0,19.2,"VIX, PARA",305.3,10.0,2021,5,2021-05
2021-05-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",405326.0,19.2,"VIX, PARA",305.3,10.0,2021,5,2021-05
2021-05-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",405326.0,19.2,"VIX, PARA",305.3,10.0,2021,5,2021-05
2021-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, BIIB",432778.0,17.9,"VIX, BIIB",332.8,10.0,2021,6,2021-06
2021-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, BIIB",432778.0,17.9,"VIX, BIIB",332.8,10.0,2021,6,2021-06
2021-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, BIIB",432778.0,17.9,"VIX, BIIB",332.8,10.0,2021,6,2021-06
2021-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",437781.0,20.6,"VIX, PARA",337.8,20.0,2021,7,2021-07
2021-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",437781.0,20.6,"VIX, PARA",337.8,20.0,2021,7,2021-07
2021-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PARA",437781.0,20.6,"VIX, PARA",337.8,20.0,2021,7,2021-07
2021-08-09,PORTFOLIO_SNAPSHOT,"Holdings: TAP-A, MRNA",456428.0,23.3,"TAP-A, MRNA",356.4,20.0,2021,8,2021-08
2021-08-09,PORTFOLIO_SNAPSHOT,"Holdings: TAP-A, MRNA",456428.0,23.3,"TAP-A, MRNA",356.4,20.0,2021,8,2021-08
2021-08-09,PORTFOLIO_SNAPSHOT,"Holdings: TAP-A, MRNA",456428.0,23.3,"TAP-A, MRNA",356.4,20.0,2021,8,2021-08
2021-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, FTI",439232.0,20.6,"VIX, FTI",339.2,20.0,2021,9,2021-09
2021-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, FTI",439232.0,20.6,"VIX, FTI",339.2,20.0,2021,9,2021-09
2021-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, FTI",439232.0,20.6,"VIX, FTI",339.2,20.0,2021,9,2021-09
2021-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",462552.0,23.1,"VIX, TAP-A",362.6,20.0,2021,10,2021-10
2021-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",462552.0,23.1,"VIX, TAP-A",362.6,20.0,2021,10,2021-10
2021-10-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",462552.0,23.1,"VIX, TAP-A",362.6,20.0,2021,10,2021-10
2021-11-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,11,2021-11
2021-11-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,11,2021-11
2021-11-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2021,11,2021-11
2021-11-08,PORTFOLIO_SNAPSHOT,"Holdings: EXAS, NVDA",443951.0,26.6,"EXAS, NVDA",344.0,35.0,2021,11,2021-11
2021-11-08,PORTFOLIO_SNAPSHOT,"Holdings: EXAS, NVDA",443951.0,26.6,"EXAS, NVDA",344.0,35.0,2021,11,2021-11
2021-11-08,PORTFOLIO_SNAPSHOT,"Holdings: EXAS, NVDA",443951.0,26.6,"EXAS, NVDA",344.0,35.0,2021,11,2021-11
2021-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ABNB",430131.0,22.9,"VIX, ABNB",330.1,20.0,2021,12,2021-12
2021-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ABNB",430131.0,22.9,"VIX, ABNB",330.1,20.0,2021,12,2021-12
2021-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, ABNB",430131.0,22.9,"VIX, ABNB",330.1,20.0,2021,12,2021-12
2022-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DOCU",413535.0,22.0,"VIX, DOCU",313.5,20.0,2022,1,2022-01
2022-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DOCU",413535.0,22.0,"VIX, DOCU",313.5,20.0,2022,1,2022-01
2022-01-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, DOCU",413535.0,22.0,"VIX, DOCU",313.5,20.0,2022,1,2022-01
2022-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PLTR",357643.0,18.6,"VIX, PLTR",257.6,10.0,2022,2,2022-02
2022-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PLTR",357643.0,18.6,"VIX, PLTR",257.6,10.0,2022,2,2022-02
2022-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, PLTR",357643.0,18.6,"VIX, PLTR",257.6,10.0,2022,2,2022-02
2022-03-07,PORTFOLIO_SNAPSHOT,"Holdings: PLTR, ZM",319210.0,23.4,"PLTR, ZM",219.2,20.0,2022,3,2022-03
2022-03-07,PORTFOLIO_SNAPSHOT,"Holdings: PLTR, ZM",319210.0,23.4,"PLTR, ZM",219.2,20.0,2022,3,2022-03
2022-03-07,PORTFOLIO_SNAPSHOT,"Holdings: PLTR, ZM",319210.0,23.4,"PLTR, ZM",219.2,20.0,2022,3,2022-03
2022-04-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,4,2022-04
2022-04-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,4,2022-04
2022-04-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,4,2022-04
2022-04-07,PORTFOLIO_SNAPSHOT,"Holdings: ROKU, ZM",335069.0,24.2,"ROKU, ZM",235.1,20.0,2022,4,2022-04
2022-04-07,PORTFOLIO_SNAPSHOT,"Holdings: ROKU, ZM",335069.0,24.2,"ROKU, ZM",235.1,20.0,2022,4,2022-04
2022-04-07,PORTFOLIO_SNAPSHOT,"Holdings: ROKU, ZM",335069.0,24.2,"ROKU, ZM",235.1,20.0,2022,4,2022-04
2022-05-09,PORTFOLIO_SNAPSHOT,"Holdings: BILL, RBLX",263435.0,31.7,"BILL, RBLX",163.4,50.0,2022,5,2022-05
2022-05-09,PORTFOLIO_SNAPSHOT,"Holdings: BILL, RBLX",263435.0,31.7,"BILL, RBLX",163.4,50.0,2022,5,2022-05
2022-05-09,PORTFOLIO_SNAPSHOT,"Holdings: BILL, RBLX",263435.0,31.7,"BILL, RBLX",163.4,50.0,2022,5,2022-05
2022-06-07,PORTFOLIO_SNAPSHOT,"Holdings: ETSY, RBLX",292733.0,32.8,"ETSY, RBLX",192.7,50.0,2022,6,2022-06
2022-06-07,PORTFOLIO_SNAPSHOT,"Holdings: ETSY, RBLX",292733.0,32.8,"ETSY, RBLX",192.7,50.0,2022,6,2022-06
2022-06-07,PORTFOLIO_SNAPSHOT,"Holdings: ETSY, RBLX",292733.0,32.8,"ETSY, RBLX",192.7,50.0,2022,6,2022-06
2022-07-07,PORTFOLIO_SNAPSHOT,"Holdings: RCL, CCL",306881.0,30.7,"RCL, CCL",206.9,50.0,2022,7,2022-07
2022-07-07,PORTFOLIO_SNAPSHOT,"Holdings: RCL, CCL",306881.0,30.7,"RCL, CCL",206.9,50.0,2022,7,2022-07
2022-07-07,PORTFOLIO_SNAPSHOT,"Holdings: RCL, CCL",306881.0,30.7,"RCL, CCL",206.9,50.0,2022,7,2022-07
2022-08-08,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, ROKU",310000.0,21.5,"SNAP, ROKU",210.0,20.0,2022,8,2022-08
2022-08-08,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, ROKU",310000.0,21.5,"SNAP, ROKU",210.0,20.0,2022,8,2022-08
2022-08-08,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, ROKU",310000.0,21.5,"SNAP, ROKU",210.0,20.0,2022,8,2022-08
2022-09-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,9,2022-09
2022-09-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,9,2022-09
2022-09-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2022,9,2022-09
2022-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SNAP",290053.0,21.8,"VIX, SNAP",190.1,20.0,2022,9,2022-09
2022-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SNAP",290053.0,21.8,"VIX, SNAP",190.1,20.0,2022,9,2022-09
2022-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SNAP",290053.0,21.8,"VIX, SNAP",190.1,20.0,2022,9,2022-09
2022-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MDB, ETSY",292718.0,31.1,"MDB, ETSY",192.7,50.0,2022,10,2022-10
2022-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MDB, ETSY",292718.0,31.1,"MDB, ETSY",192.7,50.0,2022,10,2022-10
2022-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MDB, ETSY",292718.0,31.1,"MDB, ETSY",192.7,50.0,2022,10,2022-10
2022-11-07,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, LNC",269080.0,28.9,"SNAP, LNC",169.1,35.0,2022,11,2022-11
2022-11-07,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, LNC",269080.0,28.9,"SNAP, LNC",169.1,35.0,2022,11,2022-11
2022-11-07,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, LNC",269080.0,28.9,"SNAP, LNC",169.1,35.0,2022,11,2022-11
2022-12-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TWLO, PARA",267205.0,25.3,"LUMN, TWLO, PARA",167.2,35.0,2022,12,2022-12
2022-12-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TWLO, PARA",267205.0,25.3,"LUMN, TWLO, PARA",167.2,35.0,2022,12,2022-12
2022-12-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TWLO, PARA",267205.0,25.3,"LUMN, TWLO, PARA",167.2,35.0,2022,12,2022-12
2023-01-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TSLA",277480.0,22.9,"VIX, TSLA",177.5,20.0,2023,1,2023-01
2023-01-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TSLA",277480.0,22.9,"VIX, TSLA",177.5,20.0,2023,1,2023-01
2023-01-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TSLA",277480.0,22.9,"VIX, TSLA",177.5,20.0,2023,1,2023-01
2023-02-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,2,2023-02
2023-02-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,2,2023-02
2023-02-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,2,2023-02
2023-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",332769.0,17.5,"VIX, TAP-A",232.8,10.0,2023,2,2023-02
2023-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",332769.0,17.5,"VIX, TAP-A",232.8,10.0,2023,2,2023-02
2023-02-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",332769.0,17.5,"VIX, TAP-A",232.8,10.0,2023,2,2023-02
2023-03-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",321662.0,14.4,"VIX, LUMN",221.7,5.0,2023,3,2023-03
2023-03-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",321662.0,14.4,"VIX, LUMN",221.7,5.0,2023,3,2023-03
2023-03-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",321662.0,14.4,"VIX, LUMN",221.7,5.0,2023,3,2023-03
2023-04-10,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ZION",354041.0,22.9,"LUMN, ZION",254.0,20.0,2023,4,2023-04
2023-04-10,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ZION",354041.0,22.9,"LUMN, ZION",254.0,20.0,2023,4,2023-04
2023-04-10,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ZION",354041.0,22.9,"LUMN, ZION",254.0,20.0,2023,4,2023-04
2023-05-08,PORTFOLIO_SNAPSHOT,"Holdings: CMA, LUMN",326502.0,17.6,"CMA, LUMN",226.5,10.0,2023,5,2023-05
2023-05-08,PORTFOLIO_SNAPSHOT,"Holdings: CMA, LUMN",326502.0,17.6,"CMA, LUMN",226.5,10.0,2023,5,2023-05
2023-05-08,PORTFOLIO_SNAPSHOT,"Holdings: CMA, LUMN",326502.0,17.6,"CMA, LUMN",226.5,10.0,2023,5,2023-05
2023-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",345513.0,18.4,"VIX, LUMN",245.5,10.0,2023,6,2023-06
2023-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",345513.0,18.4,"VIX, LUMN",245.5,10.0,2023,6,2023-06
2023-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",345513.0,18.4,"VIX, LUMN",245.5,10.0,2023,6,2023-06
2023-07-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,7,2023-07
2023-07-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,7,2023-07
2023-07-03,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2023,7,2023-07
2023-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",360998.0,17.3,"VIX, LUMN",261.0,10.0,2023,7,2023-07
2023-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",360998.0,17.3,"VIX, LUMN",261.0,10.0,2023,7,2023-07
2023-07-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",360998.0,17.3,"VIX, LUMN",261.0,10.0,2023,7,2023-07
2023-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",329963.0,15.2,"VIX, LUMN",230.0,10.0,2023,8,2023-08
2023-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",329963.0,15.2,"VIX, LUMN",230.0,10.0,2023,8,2023-08
2023-08-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN",329963.0,15.2,"VIX, LUMN",230.0,10.0,2023,8,2023-08
2023-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",281312.0,12.1,"VIX, TAP-A",181.3,5.0,2023,9,2023-09
2023-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",281312.0,12.1,"VIX, TAP-A",181.3,5.0,2023,9,2023-09
2023-09-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",281312.0,12.1,"VIX, TAP-A",181.3,5.0,2023,9,2023-09
2023-10-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",274989.0,13.3,"VIX, TAP-A",175.0,5.0,2023,10,2023-10
2023-10-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",274989.0,13.3,"VIX, TAP-A",175.0,5.0,2023,10,2023-10
2023-10-09,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",274989.0,13.3,"VIX, TAP-A",175.0,5.0,2023,10,2023-10
2023-11-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ALGN",280426.0,14.7,"LUMN, ALGN",180.4,5.0,2023,11,2023-11
2023-11-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ALGN",280426.0,14.7,"LUMN, ALGN",180.4,5.0,2023,11,2023-11
2023-11-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, ALGN",280426.0,14.7,"LUMN, ALGN",180.4,5.0,2023,11,2023-11
2023-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",310735.0,12.6,"VIX, SIRI",210.7,5.0,2023,12,2023-12
2023-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",310735.0,12.6,"VIX, SIRI",210.7,5.0,2023,12,2023-12
